age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,y
30,white-collar,married,tertiary,no,569,no,no,cellular,27,second half,976,12,-1,0,yes
27,white-collar,single,tertiary,yes,0,no,yes,cellular,8,second half,46,1,-1,0,no
38,white-collar,married,tertiary,no,0,yes,no,cellular,18,second half,185,3,-1,0,no
36,white-collar,single,secondary,yes,12,no,no,cellular,12,second half,587,2,-1,0,yes
45,white-collar,married,secondary,no,49,no,no,cellular,29,second half,65,2,-1,0,no
42,white-collar,married,secondary,no,613,yes,no,cellular,11,first half,432,2,-1,0,no
37,white-collar,married,tertiary,no,7944,no,no,cellular,21,second half,102,1,-1,0,no
48,blue-collar,married,secondary,no,1143,yes,no,cellular,17,first half,264,1,317,1,no
57,other,married,primary,no,-464,yes,no,cellular,4,first half,75,1,190,6,no
44,white-collar,married,secondary,no,1989,yes,yes,cellular,20,first half,106,2,-1,0,no
48,white-collar,married,secondary,no,17,yes,yes,cellular,17,second half,81,1,-1,0,no
56,other,married,primary,no,-1,no,no,cellular,27,second half,89,23,-1,0,no
51,other,divorced,secondary,no,1679,no,no,cellular,12,second half,417,1,365,9,yes
47,white-collar,married,secondary,no,3676,no,no,cellular,18,second half,567,1,95,3,yes
25,white-collar,married,tertiary,no,-242,yes,yes,cellular,18,first half,600,4,332,4,yes
40,white-collar,married,tertiary,no,8902,yes,no,cellular,14,second half,464,5,-1,0,no
38,white-collar,single,tertiary,no,1704,no,no,cellular,1,second half,222,1,-1,0,no
34,white-collar,married,tertiary,no,3050,yes,no,cellular,13,first half,469,1,-1,0,yes
53,other,married,primary,no,2581,no,no,cellular,15,first half,99,1,-1,0,no
35,blue-collar,married,secondary,no,243,yes,no,cellular,20,first half,41,3,-1,0,no
24,other,single,secondary,no,1847,no,no,cellular,9,second half,390,1,-1,0,no
49,white-collar,married,primary,no,3371,no,no,cellular,11,second half,269,2,-1,0,yes
45,white-collar,single,secondary,no,1757,yes,no,cellular,20,first half,1010,3,326,1,no
55,white-collar,married,tertiary,no,171,yes,no,cellular,8,second half,73,6,-1,0,no
51,white-collar,single,tertiary,yes,-55,yes,no,cellular,18,second half,119,6,-1,0,no
38,other,married,primary,no,21,no,no,cellular,26,second half,634,2,-1,0,no
50,white-collar,single,secondary,no,246,yes,no,cellular,17,second half,270,1,123,2,no
44,blue-collar,married,primary,no,887,yes,no,cellular,12,first half,165,2,363,1,no
40,white-collar,married,tertiary,no,51,no,no,cellular,19,second half,164,2,-1,0,no
29,white-collar,single,secondary,no,-287,yes,no,cellular,18,first half,196,1,-1,0,no
34,white-collar,married,secondary,no,0,yes,no,cellular,14,second half,78,4,-1,0,no
44,white-collar,single,tertiary,no,2734,yes,no,cellular,12,first half,897,4,-1,0,yes
50,white-collar,married,tertiary,no,52,no,no,cellular,31,second half,22,8,-1,0,no
34,white-collar,married,tertiary,no,2594,yes,no,cellular,21,second half,161,3,-1,0,no
34,white-collar,married,tertiary,no,1611,yes,no,cellular,11,first half,490,2,-1,0,no
34,white-collar,single,tertiary,no,18,yes,yes,cellular,30,first half,359,1,-1,0,yes
52,blue-collar,married,primary,no,1331,yes,no,cellular,29,second half,213,2,-1,0,no
41,white-collar,divorced,secondary,no,52,no,no,cellular,20,second half,261,2,-1,0,no
48,white-collar,married,secondary,no,10655,no,no,telephone,31,second half,5,3,-1,0,no
58,white-collar,married,tertiary,no,1831,no,no,cellular,17,second half,1531,1,-1,0,no
48,white-collar,married,tertiary,no,586,yes,yes,cellular,6,first half,179,2,-1,0,no
50,white-collar,married,secondary,no,2061,yes,yes,cellular,29,first half,197,2,244,3,no
25,white-collar,single,secondary,no,959,no,no,cellular,9,second half,144,5,-1,0,no
48,white-collar,married,tertiary,yes,-13,yes,no,cellular,15,first half,20,6,291,2,no
37,white-collar,married,tertiary,no,801,no,no,cellular,11,second half,331,7,-1,0,no
66,other,married,tertiary,no,1948,no,no,cellular,28,first half,216,1,91,4,yes
43,blue-collar,single,secondary,no,24,no,no,cellular,12,first half,68,1,363,1,no
40,white-collar,divorced,tertiary,no,1871,yes,no,cellular,17,second half,64,1,-1,0,no
43,blue-collar,married,primary,no,188,yes,no,cellular,12,first half,58,3,347,5,no
32,white-collar,married,secondary,no,61,yes,no,cellular,8,second half,529,5,-1,0,no
57,white-collar,married,secondary,no,-967,yes,no,telephone,15,first half,8,7,-1,0,no
37,blue-collar,divorced,secondary,no,0,yes,no,cellular,21,first half,146,4,-1,0,yes
43,white-collar,married,secondary,no,275,no,no,cellular,25,second half,69,6,-1,0,no
44,white-collar,married,tertiary,no,724,yes,no,cellular,17,second half,157,2,172,1,no
44,white-collar,married,secondary,no,27,no,no,cellular,25,first half,485,1,-1,0,no
53,white-collar,divorced,secondary,no,26,yes,no,cellular,7,first half,56,1,359,1,no
36,white-collar,married,secondary,no,191,no,no,cellular,31,second half,69,1,-1,0,no
58,white-collar,divorced,secondary,no,-123,no,no,cellular,5,second half,131,2,-1,0,no
34,white-collar,single,secondary,no,179,no,no,cellular,19,second half,294,3,-1,0,no
55,blue-collar,married,primary,no,1086,yes,no,cellular,6,first half,146,1,272,2,no
38,other,divorced,secondary,no,70,no,no,cellular,27,second half,255,3,148,1,yes
28,blue-collar,single,secondary,no,2700,no,no,cellular,3,first half,337,4,-1,0,no
41,white-collar,married,secondary,no,1602,yes,no,cellular,2,first half,142,1,-1,0,no
30,white-collar,married,tertiary,no,0,yes,no,cellular,24,second half,209,2,-1,0,no
59,white-collar,married,tertiary,no,3800,no,yes,cellular,9,second half,70,1,-1,0,no
43,white-collar,married,secondary,no,0,yes,yes,cellular,4,first half,539,8,204,5,no
42,white-collar,married,secondary,yes,-34,no,no,cellular,5,first half,176,1,-1,0,no
31,white-collar,married,secondary,no,5,yes,yes,cellular,16,second half,101,7,-1,0,no
43,other,married,secondary,no,3529,no,no,cellular,5,first half,169,2,-1,0,no
41,blue-collar,married,secondary,no,1334,yes,no,cellular,20,first half,234,5,-1,0,no
32,white-collar,married,tertiary,no,3601,no,no,cellular,22,second half,171,15,-1,0,no
45,white-collar,married,tertiary,no,265,no,no,cellular,28,second half,14,3,-1,0,no
37,white-collar,married,secondary,no,487,no,yes,cellular,27,second half,155,15,-1,0,no
38,blue-collar,divorced,secondary,no,0,yes,no,cellular,11,first half,580,1,173,1,no
58,other,married,secondary,no,14412,no,no,cellular,18,second half,297,1,-1,0,no
37,white-collar,married,tertiary,no,3288,no,no,cellular,8,second half,124,2,-1,0,no
30,white-collar,single,secondary,no,57,no,no,cellular,2,first half,465,2,-1,0,no
47,white-collar,married,secondary,no,2246,yes,no,cellular,10,second half,330,1,-1,0,no
40,white-collar,married,secondary,no,4441,yes,no,cellular,20,second half,153,2,183,2,no
54,blue-collar,married,secondary,no,448,yes,yes,cellular,5,second half,98,1,-1,0,no
53,white-collar,married,primary,no,27,yes,no,telephone,10,second half,230,3,-1,0,yes
33,blue-collar,divorced,secondary,no,474,no,no,cellular,22,second half,400,2,-1,0,no
30,white-collar,single,tertiary,no,1185,yes,no,cellular,30,first half,284,1,339,1,no
39,white-collar,divorced,secondary,no,282,yes,no,cellular,17,second half,243,1,-1,0,no
32,blue-collar,married,secondary,no,2,yes,no,cellular,15,first half,16,9,309,1,no
34,white-collar,single,secondary,no,60,no,no,cellular,7,second half,274,2,-1,0,no
39,white-collar,single,tertiary,no,3972,no,no,cellular,30,second half,122,3,-1,0,no
75,other,married,secondary,no,26452,no,no,telephone,15,second half,219,2,-1,0,no
33,white-collar,divorced,secondary,no,818,yes,yes,cellular,16,first half,301,3,-1,0,no
40,white-collar,married,secondary,no,9374,yes,no,cellular,21,second half,7,8,185,1,no
69,other,married,primary,no,279,no,no,telephone,12,second half,26,1,-1,0,no
52,other,married,primary,no,20,yes,no,telephone,28,first half,172,1,-1,0,no
31,white-collar,divorced,secondary,no,360,no,no,cellular,15,first half,332,1,297,2,no
28,white-collar,single,secondary,no,1532,no,no,cellular,22,first half,253,1,107,5,no
29,white-collar,single,tertiary,no,1673,no,no,cellular,16,second half,200,2,159,3,no
46,white-collar,married,secondary,no,2420,no,no,cellular,19,second half,405,2,-1,0,no
42,white-collar,divorced,secondary,no,1533,no,yes,cellular,5,second half,86,1,-1,0,no
34,white-collar,single,secondary,no,296,no,no,cellular,7,second half,147,4,-1,0,no
32,white-collar,married,secondary,no,485,no,no,cellular,26,second half,98,14,-1,0,no
33,white-collar,single,tertiary,no,125,no,no,telephone,29,second half,66,2,-1,0,no
70,other,married,secondary,no,616,no,no,cellular,27,first half,149,2,182,1,no
36,white-collar,married,secondary,no,3064,yes,no,telephone,26,second half,240,3,107,4,no
53,white-collar,married,secondary,no,206,no,no,cellular,26,second half,87,6,-1,0,no
30,blue-collar,single,secondary,no,6900,no,no,cellular,21,second half,816,1,-1,0,no
31,white-collar,single,secondary,no,481,yes,no,cellular,20,second half,106,2,183,2,no
28,white-collar,married,secondary,no,12,yes,no,cellular,30,first half,73,3,256,3,no
53,blue-collar,married,primary,no,53,yes,no,cellular,7,first half,208,1,140,1,no
31,blue-collar,divorced,secondary,no,6,yes,no,cellular,29,first half,821,1,-1,0,no
30,white-collar,married,tertiary,no,562,no,no,cellular,21,second half,137,4,-1,0,no
40,blue-collar,married,primary,no,2805,yes,no,cellular,14,first half,173,6,353,23,no
47,blue-collar,married,secondary,no,0,yes,no,cellular,21,second half,676,1,-1,0,no
51,white-collar,married,tertiary,no,1612,no,no,cellular,16,first half,384,1,182,5,no
35,white-collar,married,tertiary,no,0,yes,no,cellular,21,second half,295,3,-1,0,no
57,white-collar,married,secondary,no,2137,no,no,telephone,8,second half,132,7,-1,0,no
42,blue-collar,married,primary,no,260,yes,no,telephone,31,second half,175,2,-1,0,no
32,blue-collar,married,secondary,yes,-53,yes,no,cellular,16,first half,648,1,272,1,yes
30,white-collar,married,tertiary,no,944,no,no,cellular,29,second half,251,2,-1,0,yes
36,white-collar,married,secondary,no,2394,no,no,cellular,14,second half,184,2,-1,0,no
43,white-collar,married,secondary,no,297,yes,no,cellular,14,second half,119,3,-1,0,no
69,other,single,tertiary,no,2144,no,no,cellular,29,second half,417,1,184,4,yes
31,white-collar,single,tertiary,no,969,no,no,cellular,15,first half,95,1,-1,0,no
35,white-collar,married,secondary,no,0,no,no,cellular,14,second half,125,2,-1,0,no
26,white-collar,married,tertiary,no,37,yes,yes,cellular,6,first half,207,1,363,2,no
46,white-collar,married,secondary,no,410,no,yes,cellular,21,second half,162,5,-1,0,no
30,white-collar,married,secondary,no,1211,yes,no,cellular,18,first half,176,1,-1,0,no
33,white-collar,single,tertiary,no,71,no,no,cellular,22,second half,107,6,-1,0,no
34,white-collar,married,tertiary,no,436,yes,no,cellular,17,first half,28,1,345,1,no
31,white-collar,married,tertiary,no,1170,no,no,cellular,20,second half,200,4,-1,0,no
39,white-collar,married,secondary,no,0,no,no,cellular,21,second half,108,7,-1,0,no
33,white-collar,single,secondary,no,647,yes,yes,cellular,4,first half,124,1,273,1,no
50,blue-collar,married,primary,no,2142,yes,no,cellular,29,first half,309,2,224,1,no
84,other,divorced,primary,no,639,no,no,telephone,18,first half,353,3,-1,0,yes
40,blue-collar,married,primary,no,177,yes,yes,telephone,21,second half,742,4,-1,0,no
55,white-collar,married,tertiary,no,236,no,no,cellular,4,second half,200,1,-1,0,no
46,white-collar,married,primary,no,96,no,no,telephone,4,first half,151,2,-1,0,no
35,white-collar,single,secondary,no,126,no,no,cellular,22,second half,112,2,-1,0,no
25,other,single,secondary,no,8,no,no,cellular,22,first half,107,2,-1,0,yes
52,other,single,secondary,no,316,no,no,cellular,12,first half,463,3,-1,0,no
31,white-collar,single,tertiary,yes,-282,yes,no,cellular,20,second half,131,3,-1,0,no
34,white-collar,married,tertiary,no,-308,yes,no,cellular,30,first half,140,2,-1,0,no
42,white-collar,divorced,secondary,no,248,no,no,cellular,19,second half,163,4,-1,0,no
50,white-collar,divorced,tertiary,no,13,yes,no,cellular,20,first half,76,1,-1,0,yes
30,white-collar,married,secondary,no,-393,yes,yes,cellular,16,second half,435,1,-1,0,yes
33,white-collar,single,secondary,no,358,yes,no,cellular,7,first half,302,1,356,3,no
34,white-collar,divorced,secondary,no,1268,yes,no,cellular,15,first half,259,3,-1,0,no
33,white-collar,married,secondary,no,-163,yes,yes,cellular,8,second half,502,2,-1,0,no
32,white-collar,single,tertiary,no,473,yes,no,cellular,11,first half,72,2,361,1,no
34,white-collar,married,tertiary,no,4831,yes,no,cellular,4,first half,265,1,-1,0,no
37,white-collar,married,secondary,no,1063,yes,no,cellular,31,second half,413,2,-1,0,no
30,white-collar,married,secondary,no,0,yes,no,cellular,12,first half,756,3,-1,0,no
56,other,divorced,primary,no,802,no,no,telephone,3,first half,258,2,-1,0,no
31,white-collar,married,tertiary,no,430,yes,no,cellular,25,second half,137,16,-1,0,no
54,white-collar,divorced,primary,no,4382,yes,no,telephone,18,first half,193,4,-1,0,no
37,white-collar,married,tertiary,no,0,no,no,cellular,11,first half,129,4,107,2,no
32,white-collar,married,tertiary,no,3939,no,no,cellular,8,second half,209,2,-1,0,no
29,blue-collar,married,secondary,no,358,no,no,cellular,21,second half,88,5,-1,0,no
52,blue-collar,married,primary,no,1141,yes,no,cellular,12,first half,22,5,-1,0,no
55,white-collar,divorced,secondary,no,538,yes,no,cellular,7,second half,353,2,-1,0,yes
33,white-collar,married,tertiary,no,8023,no,no,cellular,25,first half,196,1,87,4,no
32,white-collar,single,secondary,no,2478,no,yes,cellular,20,second half,395,1,-1,0,no
21,other,single,secondary,no,6844,no,no,cellular,14,second half,126,3,127,7,no
42,white-collar,married,secondary,no,440,yes,no,cellular,3,first half,13,5,-1,0,no
56,white-collar,married,secondary,no,800,no,yes,cellular,9,second half,170,1,-1,0,no
30,white-collar,single,secondary,no,638,no,no,cellular,14,second half,358,6,-1,0,no
55,other,married,secondary,no,159,no,no,cellular,28,second half,159,1,-1,0,no
43,blue-collar,married,primary,no,483,yes,no,cellular,12,first half,225,3,-1,0,no
53,other,married,secondary,no,94,no,no,cellular,10,second half,493,1,181,14,yes
57,other,married,secondary,no,1044,no,no,telephone,11,first half,585,1,192,2,yes
56,white-collar,divorced,tertiary,no,401,yes,no,telephone,20,second half,26,1,-1,0,no
59,white-collar,married,tertiary,no,1881,no,no,cellular,19,second half,456,2,-1,0,no
31,white-collar,married,secondary,no,3,yes,no,cellular,28,second half,37,12,-1,0,no
35,white-collar,divorced,secondary,no,221,yes,no,cellular,14,first half,150,1,360,1,no
50,white-collar,married,secondary,no,36,no,no,cellular,13,second half,104,10,-1,0,no
42,blue-collar,married,primary,no,969,yes,no,cellular,13,first half,721,1,-1,0,no
25,white-collar,single,tertiary,no,220,no,no,cellular,26,first half,68,1,-1,0,no
42,white-collar,single,tertiary,no,10907,no,no,cellular,4,first half,74,3,-1,0,no
27,other,single,tertiary,no,-148,yes,no,cellular,11,second half,146,3,224,1,no
48,blue-collar,married,secondary,no,865,yes,no,cellular,13,first half,78,2,-1,0,no
50,blue-collar,married,secondary,no,579,no,no,cellular,26,second half,83,4,-1,0,no
60,white-collar,single,tertiary,no,2934,no,no,cellular,8,second half,233,2,-1,0,no
47,white-collar,married,tertiary,no,6637,yes,no,cellular,17,first half,174,2,-1,0,no
31,white-collar,married,tertiary,no,271,no,no,cellular,18,second half,89,1,-1,0,no
52,white-collar,married,tertiary,no,0,no,no,cellular,9,second half,145,3,94,4,no
30,white-collar,single,tertiary,no,699,yes,no,cellular,11,second half,213,4,-1,0,no
32,blue-collar,married,secondary,no,150,no,no,cellular,5,first half,210,1,-1,0,no
31,white-collar,single,tertiary,no,1130,yes,no,cellular,17,first half,224,3,74,4,no
48,white-collar,divorced,secondary,no,3186,no,yes,cellular,9,first half,104,1,-1,0,no
32,white-collar,single,secondary,no,133,no,no,cellular,15,first half,171,1,-1,0,yes
30,other,single,tertiary,no,868,no,no,cellular,7,second half,387,2,-1,0,no
48,blue-collar,married,secondary,no,480,yes,no,cellular,15,first half,830,1,352,2,yes
34,white-collar,married,tertiary,no,606,no,no,cellular,20,first half,97,1,-1,0,yes
35,blue-collar,married,secondary,no,603,yes,no,cellular,17,first half,474,2,-1,0,no
49,white-collar,single,primary,no,548,no,no,telephone,31,second half,115,6,-1,0,no
36,other,married,secondary,no,-872,yes,yes,cellular,20,second half,153,1,183,1,no
37,blue-collar,divorced,secondary,no,33,yes,no,cellular,20,second half,106,2,167,1,no
40,other,married,secondary,no,260,no,no,cellular,19,second half,52,1,152,6,no
57,white-collar,married,secondary,no,589,yes,no,cellular,2,first half,223,1,76,4,no
39,white-collar,married,secondary,no,626,yes,no,cellular,11,first half,126,2,-1,0,no
38,white-collar,married,secondary,no,0,no,yes,cellular,16,second half,1473,6,-1,0,no
27,blue-collar,single,secondary,no,3792,no,no,cellular,22,first half,279,2,-1,0,yes
38,blue-collar,single,tertiary,no,14058,no,no,telephone,17,second half,293,20,-1,0,no
30,white-collar,single,secondary,no,-522,yes,yes,cellular,5,first half,670,2,286,6,yes
37,other,married,secondary,no,1978,no,no,cellular,9,second half,404,1,182,1,yes
